Id,Number of gates,Parameterized gates,Non-local gates,Training time,Training iterations,CrossEntropy,Accuracy,Hilbert-Schmidt norm,Meyer Wallach
1536,25,11,13,1020.0784666538239,82,0.6667053526085799,0.6666666666666666,0.1332608874551478,0.6888138135764934
1537,26,15,8,1007.4867742061615,42,0.6330574308657536,0.8,0.14876281743874384,0.906554429453307
1538,25,10,11,314.5963637828827,31,0.7088019281167371,0.8,0.13925578931906624,0.8279956393126153
1539,28,14,13,577.4076097011566,37,0.7100515345318269,0.6,0.1337676392582483,0.9662413944017382
1540,25,16,7,597.1196069717407,48,0.6590869310861547,0.6,0.13156851524297414,0.736875999765322
1541,33,21,9,1323.0787839889526,67,0.5320962459272915,0.9333333333333333,0.1391632191171559,0.7982912271418527
1542,28,11,10,424.60879945755005,38,0.860818846120402,0.5333333333333333,0.13772061798494176,1.0000000349207676
1543,25,9,9,406.73251271247864,46,0.6840947606788782,0.6666666666666666,0.13957795448783689,0.7652333371330599
1544,22,7,11,759.9567265510559,58,0.775780207561887,0.8666666666666667,0.2806562705107042,0.8040425190612572
1545,25,12,12,1060.8183071613312,80,0.5782253635506367,0.7333333333333333,0.13907861225004345,0.9022149068387957
1546,29,15,10,616.6478669643402,42,0.6968092516194155,0.8,0.1339669592259201,0.9144268913151143
1547,27,14,9,282.59790873527527,21,0.8159760652753856,0.7333333333333333,0.13240929295446893,0.7287963714079908
1548,24,15,8,668.5470724105835,50,0.5349667404591478,0.7333333333333333,0.13309606305002492,0.8940758112237601
1549,27,9,13,277.44921016693115,28,0.6812024972935582,0.8666666666666667,0.29092641568265565,0.7414685512288816
1550,26,16,7,1611.621196269989,63,0.6091942920116382,0.8,0.13938127223133673,0.8247306799783536
1551,28,12,9,1648.5511410236359,83,0.6749044432718606,0.8666666666666667,0.13202954956572663,0.916095027204087
1552,25,13,7,387.2868559360504,33,0.7026096355455842,0.8,0.12726689884440487,0.8234550059261855
1553,28,16,11,544.5206296443939,34,0.6823582739549026,0.8,0.14356486298580892,0.9111120222113925
1554,28,10,14,472.22247290611267,39,0.6742212546732558,0.7333333333333333,0.12655126490525936,0.6488876176556938
1555,26,9,13,613.8006629943848,30,0.6101793891233374,0.8666666666666667,0.13811874767317128,0.8894805778650948
1556,26,11,12,540.3310134410858,42,0.5729679684228474,0.8666666666666667,0.1232815391982565,0.8775611497385667
1557,30,12,11,483.241929769516,21,0.899220544425011,0.5333333333333333,0.2848770625766728,0.8872562794212965
1558,26,10,10,504.8299789428711,29,0.7893275070344526,0.7333333333333333,0.1293216906963476,0.8810172439204556
1559,28,10,10,337.2113301753998,33,0.8631606444131443,0.7333333333333333,0.27111505229411514,0.6844543483942302
1560,23,10,7,458.24984407424927,52,0.5894897190033499,0.8666666666666667,0.13029546628174077,0.8106669180658873
1561,27,9,10,381.61052799224854,39,0.7430270990308102,0.7333333333333333,0.14300961558781228,0.9699472554829883
1562,27,10,11,678.2450666427612,67,0.43915974287377674,0.8666666666666667,0.14625375203708516,0.8503022466688931
1563,25,13,9,507.81840348243713,22,0.808832109784077,0.8666666666666667,0.13345235014632403,0.8964227833578948
1564,26,15,7,322.63274908065796,26,0.7515468389399913,0.6,0.12912406623532993,0.8028282160750431
1565,25,9,11,318.52928018569946,31,0.7997313943701466,0.6666666666666666,0.13224819247942618,0.9091907703148848
1566,27,13,12,474.01314973831177,36,0.9091209439059128,0.5333333333333333,0.14669104036503305,0.9130791225673411
1567,28,16,4,323.53158593177795,32,0.6533230027885664,0.7333333333333333,0.12515277898271618,0.6943874781573478
1568,28,11,12,811.6306054592133,66,0.5480837708105663,0.8666666666666667,0.13080612977626488,0.8507553549721788
1569,26,12,11,1179.2977178096771,50,0.7759291832911479,0.7333333333333333,0.13150976223571725,0.982000241081462
1570,22,9,11,442.891720533371,47,0.5970838767257765,0.8,0.2724319369534004,0.6281740473077262
1571,31,19,9,1524.1308538913727,87,0.6007228984611502,0.8,0.14195436193477134,0.8695400727154029
1572,21,6,12,199.33129215240479,29,1.1538368315087728,0.6,0.45835893816513457,0.6610697008743935
1573,27,11,12,1096.8988046646118,48,0.7330148364823847,0.6666666666666666,0.14128901324872756,0.9576450144487832
1574,25,11,10,317.47557258605957,27,0.9475977067025898,0.6,0.1298691599352167,0.8699867403250943
1575,24,7,11,277.59685015678406,39,0.9489029698027666,0.7333333333333333,0.2815373799527471,0.9999988296659243
1576,25,7,15,513.7358536720276,56,0.8205436909052817,0.6,0.4593712648929668,0.9999997669397171
1577,25,11,12,432.8350245952606,38,0.6501218056706656,0.7333333333333333,0.12664881472919062,0.8535599412352772
1578,28,14,8,1160.6955561637878,49,0.7716345692536901,0.6,0.1255298186237655,0.7241638701354148
1579,24,9,10,586.3755693435669,33,0.8064218944449716,0.8,0.13500074478728963,0.882980876469561
1580,31,16,9,349.18176007270813,23,0.9631992293979466,0.5333333333333333,0.13503418922891192,0.6608805387861331
1581,26,13,10,601.8390071392059,48,0.6402490555785053,0.9333333333333333,0.12931438076092622,0.9967535066118534
1582,28,15,10,682.19016289711,49,0.7543237865471257,0.6666666666666666,0.12826990918274622,0.7574077518095952
1583,32,17,8,1157.0857455730438,74,0.41920201942854607,1.0,0.1285409771603816,0.8951754406047965
1584,31,14,11,1114.873795747757,41,0.6232586438430017,0.8,0.14839216941196134,0.8610874806282909
1585,20,6,12,4215.957468986511,340,0.9308280909053832,0.4666666666666667,0.456444463739968,0.31600691352383214
1586,29,15,10,831.9675576686859,59,0.5665407305429949,0.8,0.14889246610812318,0.9628196149422138
1587,21,10,10,507.6291937828064,50,0.8812666435617282,0.7333333333333333,0.1384454722559538,0.9308877769396284
1588,26,11,10,846.2411358356476,39,0.6996446302626934,0.8,0.1351094061455013,0.9711466475108769
1589,28,13,9,720.8171863555908,56,0.5005066263137312,0.8,0.13291926438834603,0.9225210196033388
1590,28,17,4,635.0826275348663,31,0.8146835192557926,0.8666666666666667,0.1370507956529188,0.9408293292731245
1591,28,13,9,358.33111476898193,30,0.6801647798846508,0.6,0.13616354939581005,0.9558314820072428
1592,29,20,7,994.0583491325378,61,0.5873060635266032,0.7333333333333333,0.13998288722123836,0.8565293254156313
1593,25,12,8,345.4384560585022,29,0.8742266694840396,0.6666666666666666,0.13855150261678748,0.8505522408726918
1594,20,5,12,124.86064577102661,21,1.0449369309516217,0.4,0.27956326143086074,0.9418689755592444
1595,30,16,9,1428.4659266471863,54,0.6451516744711163,0.9333333333333333,0.14114120164339677,0.9491653528546946
1596,33,15,9,923.360921382904,35,0.9011341602249264,0.6666666666666666,0.13106162231599985,0.8943885132574634
1597,28,14,9,690.6208643913269,49,0.5868002852932589,0.7333333333333333,0.13128180324446928,0.7619414898091699
1598,28,15,10,464.7809257507324,33,0.6892773738485659,0.5333333333333333,0.1380244336141319,0.9387869319392965
1599,28,15,7,374.57890129089355,30,0.8157509215965061,0.7333333333333333,0.14217201935240895,0.8939105353597759
1600,23,6,14,830.6442732810974,60,0.5403529658377589,0.7333333333333333,0.1297320757060942,0.8630351148070271
1601,23,13,7,245.36647534370422,24,0.7934323637355905,0.7333333333333333,0.13148367935454908,0.5675443080172642
1602,28,12,13,806.6786553859711,61,0.7182668967372888,0.8,0.13181944956751715,0.9404392152608924
1603,22,9,10,264.09349060058594,27,0.5589326332361307,0.8666666666666667,0.12999084510414213,0.7956946490673837
1604,27,13,10,1804.0143756866455,122,0.7459290076001215,0.6666666666666666,0.14424702433522943,0.8519885577789197
1605,28,12,12,713.6631898880005,30,0.7701167321536045,0.8,0.15157601553841243,0.7333248898022589
1606,28,12,10,311.6796655654907,25,0.8754756388972751,0.6,0.1326815914487254,0.9872451220966441
1607,21,10,8,473.36917543411255,27,1.564019409172641,0.26666666666666666,0.28230325767424086,1.0000002798369905
1608,24,10,9,339.4777283668518,39,0.8637192029701382,0.5333333333333333,0.13572368601964144,0.9999986810201968
1609,27,10,11,355.7509083747864,33,0.9225423168825143,0.6,0.1402160821025258,1.000000484964024
1610,28,14,10,1286.9533805847168,52,0.6767491428709833,0.9333333333333333,0.13343352961268265,0.7929575977449393
1611,26,11,12,696.2806401252747,56,0.7832480589489085,0.8666666666666667,0.13365900823071208,0.7260026043784606
1612,22,3,14,108.9667489528656,27,1.0138582146775168,0.4666666666666667,0.27679034178012496,0.6333136664695427
1613,29,11,11,587.2668635845184,50,0.6893506055532832,0.8,0.14575126235594613,0.9716396532533939
1614,26,9,14,457.36531615257263,22,0.8709490982930376,0.6,0.1264164955467076,0.9644948042546286
1615,24,9,9,507.1557011604309,59,0.5137015396405689,0.8666666666666667,0.278799813731283,0.8480853224087218
1616,28,10,11,357.90102648735046,33,0.9788445074011027,0.6,0.13135579297125596,0.9676396954569338
1617,29,13,11,1395.915221452713,63,0.7149869781022383,0.8,0.12652570989947687,0.745203869937423
1618,28,10,11,500.1374201774597,42,0.8540091436949254,0.6,0.1354186637782985,0.9392279037579246
1619,27,8,10,363.8860046863556,43,0.9613270864003313,0.4666666666666667,0.2893055891697377,0.9079624766082938
1620,29,16,9,487.1147541999817,32,0.678323978762198,0.8,0.14174940230649527,0.9063886702987495
1621,23,9,11,330.7701280117035,34,0.7269764343682806,0.8,0.14207033253483167,0.7488442732039932
1622,23,9,11,329.962039232254,35,0.5962152759344995,1.0,0.14274732799482132,0.8976147774152389
1623,27,11,11,352.43433451652527,33,0.8766173182793313,0.7333333333333333,0.4519823008275052,0.5220665883669395
1624,31,13,11,904.3863422870636,36,0.8994001455118997,0.5333333333333333,0.1387824557235532,0.9663367538199575
1625,21,12,8,219.2461712360382,21,0.6712430860089065,0.8,0.13412943709272934,0.9999975755484952
1626,25,7,12,513.0127787590027,61,0.785117742470471,0.8,0.14213751658463972,0.94576001781173
1627,25,12,11,504.5319049358368,44,0.7609951901879412,0.7333333333333333,0.14080174576463445,0.9514303884490812
1628,23,13,10,765.8871839046478,58,0.8280085645610629,0.8,0.1342504324417063,0.8544292128398233
1629,28,12,13,316.6442723274231,22,0.9876532431213613,0.5333333333333333,0.13960586557224725,0.856223810213402
1630,26,14,7,873.8237819671631,40,0.8642273275670724,0.6,0.14769875258730183,0.8374223574601751
1631,29,10,15,406.6022517681122,30,0.7710141034700688,0.8,0.14001836653970304,1.0000014656129965
1632,25,12,12,299.8388388156891,23,0.6719428880459909,0.7333333333333333,0.13438501779904674,0.8732118717980785
1633,19,7,9,140.38355493545532,21,1.0187312682136234,0.26666666666666666,0.28382941472208084,0.9192262555283968
1634,29,16,12,802.2003121376038,49,0.49550542363605266,0.9333333333333333,0.14136324391503005,0.816912927698121
1635,31,15,9,1337.1475303173065,50,0.7351153166771685,0.6666666666666666,0.13113962748869018,1.000000911878124
1636,26,11,12,792.4748113155365,35,0.7594065571220042,0.6,0.2779124754758476,0.5346008414776345
1637,26,10,12,291.411541223526,27,0.7171172949812535,0.6666666666666666,0.13556107141706863,0.8644796545704952
1638,28,14,12,540.1456480026245,37,0.9902161668763835,0.4,0.13334396079858726,0.8293499546293731
1639,27,11,12,473.02329325675964,41,0.839266732273284,0.6666666666666666,0.13199104858629127,0.8719697226497964
1640,30,17,11,2219.3615288734436,67,0.4132556140361695,0.8666666666666667,0.1232400097690922,0.9912332753316524
1641,26,13,8,433.27210545539856,35,0.8523739621218944,0.6,0.14613128030204667,0.8819463959872516
1642,23,11,11,848.2935140132904,75,0.5792882761292559,0.8666666666666667,0.13196158870347255,0.6810723214828601
1643,21,8,12,162.5948302745819,20,1.1860857271172434,0.3333333333333333,0.2904782489520398,0.7536294971459191
1644,28,11,11,484.39961767196655,48,0.5404850725107467,0.8666666666666667,0.1432992536049378,0.8946335002826535
1645,23,12,10,965.2622849941254,44,0.7721088725755014,0.7333333333333333,0.13652080222800794,0.6735504963494909
1646,24,10,10,840.2460904121399,48,0.8585835150428529,0.7333333333333333,0.2764756433529875,0.7129451025827432
1647,24,7,12,429.4970955848694,55,0.7712379836161077,0.7333333333333333,0.13868227756788878,0.9748298076990903
1648,28,15,10,792.7746119499207,50,0.6393441785923117,0.8666666666666667,0.13107232217224318,0.8830353899336487
1649,25,15,8,809.8999013900757,32,0.6607650483689667,0.8,0.13992782974662885,0.9659785727072241
1650,30,15,10,322.60107254981995,21,0.662882329017407,0.8,0.14643546956316505,0.9891480556009636
1651,32,19,9,1200.2128603458405,38,0.7463789837160881,0.8666666666666667,0.13275398740969505,0.9499658329498994
1652,29,15,12,975.1605563163757,60,0.6903499163590685,0.8,0.13411865985446547,0.6174919844841262
1653,33,17,9,732.5693211555481,44,0.5737342869273016,0.7333333333333333,0.13809431563578986,0.7692035990873697
1654,28,15,10,766.7962636947632,52,0.8314346294598141,0.6,0.14003500160154625,0.8807626925530968
1655,24,9,11,390.8602616786957,39,0.6830590382851612,0.8666666666666667,0.2995607586571628,0.9362640466899939
1656,24,7,11,296.62028336524963,22,1.044914346853622,0.5333333333333333,0.2762953070350582,0.6599850030515327
1657,24,6,15,275.38816118240356,37,0.8076285811650724,0.6666666666666666,0.28102215427845534,0.4121041373925355
1658,27,13,13,376.2941324710846,26,0.6168734208715333,0.6,0.139844450832168,0.9443495344798659
1659,20,6,12,283.1056282520294,41,1.0036760554730788,0.5333333333333333,0.27695336845565216,0.8434880570690797
1660,26,13,12,431.236763715744,28,1.027027263287446,0.5333333333333333,0.15087900109767383,0.7950622595322191
1661,26,12,9,635.8789887428284,30,0.9290840545200848,0.5333333333333333,0.11253014050261077,0.6987647618867192
1662,25,12,12,265.13775300979614,21,0.7944899349724347,0.7333333333333333,0.14326896598549016,0.8178254834518296
1663,27,13,12,727.3901953697205,50,0.6490827706788448,0.7333333333333333,0.1384508931301832,0.8736743949107774
1664,25,13,9,1189.636258840561,54,0.8923404724649119,0.6,0.1387653583035767,0.8350325964371096
1665,23,14,9,638.8641247749329,51,0.6037338660008806,0.8666666666666667,0.12638171420888583,0.9046565780630945
1666,30,11,11,495.4613456726074,40,0.5474425755631488,0.8666666666666667,0.12403135767931141,0.9529034899615493
1667,22,10,10,222.5640368461609,24,0.8735568099748128,0.6666666666666666,0.1400870113672806,0.8032033493762384
1668,29,15,11,480.7864327430725,30,0.896756131266994,0.6,0.1352677784325406,0.9223009859051365
1669,27,12,12,306.2752480506897,23,0.7781072507527812,0.6,0.12948280669768816,0.7807185932752438
1670,26,11,11,525.7727236747742,46,0.5727911735055188,0.7333333333333333,0.14249407989786073,0.679205328677353
1671,28,13,11,2113.8817431926727,86,0.5073696636241122,0.9333333333333333,0.29107817134385666,0.8982590291034417
1672,30,16,10,715.7884755134583,46,0.5610525212673925,0.8666666666666667,0.13992259681082225,0.9215371041272578
1673,23,10,10,525.3183193206787,48,0.721430482153382,0.6,0.2816810121682644,0.6240918090060764
1674,28,15,10,1033.216877937317,40,0.8645752182460194,0.5333333333333333,0.28679260881401186,0.9999993154582378
1675,29,15,10,612.996090888977,42,0.5761024694522686,1.0,0.13376849036283617,0.9532276028712536
1676,27,11,12,279.88850951194763,22,0.552747386899574,1.0,0.12867525601701985,0.8738709200836468
1677,29,17,9,835.183336019516,50,0.6196498742161746,0.7333333333333333,0.13271461917580057,0.9288774415377111
1678,28,14,9,1710.934760093689,74,0.6197555978769498,0.8,0.13596742763205447,0.8673367287431845
1679,31,16,10,1165.2889626026154,34,0.6030240205599835,0.6666666666666666,0.2849590958769593,0.9789451178948275
1680,27,12,8,386.3678822517395,35,0.4301566974252321,0.9333333333333333,0.12784855861928698,0.778972908475813
1681,28,15,9,431.433452129364,29,0.9728368925729474,0.6,0.12953688463984472,0.9601388555669655
1682,26,12,10,314.69446206092834,24,1.0375635206371947,0.5333333333333333,0.1403057551488681,0.8200966144335043
1683,28,12,11,683.0345633029938,29,0.8210264435154326,0.8666666666666667,0.12494381352994464,0.7944049630507805
1684,24,12,10,648.6685452461243,49,0.8445911996895379,0.7333333333333333,0.1431216437255513,0.7862071061028427
1685,25,12,10,581.6042499542236,49,0.7501725197606047,0.6666666666666666,0.13676898212371613,0.9840380356452753
1686,24,7,13,393.56727623939514,25,0.9214058972310457,0.5333333333333333,0.12403672748891746,0.9335746154439444
1687,30,12,10,330.8955247402191,29,0.7809340660370375,0.6666666666666666,0.1392490579212059,0.9575165493875827
1688,24,12,10,419.3204035758972,37,1.0044827488112198,0.4,0.28330105813205925,0.8183828316855165
1689,34,16,7,599.0782504081726,43,0.8431478697683671,0.4,0.29155586259351424,0.6493458646474383
1690,33,18,9,499.1832356452942,30,0.7650010505706969,0.6666666666666666,0.12730039235537965,0.9318166125649537
1691,26,7,12,375.7789921760559,45,0.9167827454843713,0.7333333333333333,0.2794765719436061,0.713306980326119
1692,24,14,8,465.6035270690918,39,0.8060966109628088,0.4,0.1442987012509146,0.7629130666703454
1693,25,9,11,925.6710603237152,51,0.9004856347085356,0.6,0.27507088429602,0.5307956474052585
1694,26,13,11,431.0459427833557,32,0.8457796897566598,0.6666666666666666,0.12483680947685928,0.8665672827029192
1695,30,16,11,1346.4571418762207,44,0.48377348473683013,0.8666666666666667,0.14393950377295336,0.8283286169139672
1696,25,9,10,292.17200803756714,33,0.5399190296281111,0.9333333333333333,0.26699979550548575,0.5432176060031325
1697,26,10,8,303.1594581604004,31,0.6798158398456114,0.8666666666666667,0.2760511724653835,0.9618802148127173
1698,25,10,12,917.522155046463,46,0.7135282101590992,0.8,0.14203042208188837,0.9537442658890977
1699,25,9,11,335.5869381427765,38,0.9021065828033118,0.5333333333333333,0.13085734161598728,0.8511595881406672
1700,26,11,11,922.8083610534668,44,0.6352794239455323,0.8666666666666667,0.27435872727362454,0.8426721662160045
1701,29,17,10,494.03660440444946,30,0.4895223424338674,0.9333333333333333,0.14800549884314437,0.9689811789918746
1702,23,9,12,696.0962195396423,73,0.6965681972619231,0.8666666666666667,0.12861526544744042,0.8167052776687995
1703,24,12,10,442.6642210483551,40,0.6706012002633972,0.7333333333333333,0.13829914598659596,0.8644880249159211
1704,26,8,11,583.7312080860138,34,0.8594261691796264,0.7333333333333333,0.14880218633856845,0.7100239053387076
1705,23,14,7,446.41675424575806,38,0.7137350878338043,0.7333333333333333,0.1374655585400728,0.8883281947038225
1706,29,14,11,694.89142370224,26,0.8057386774231007,0.6666666666666666,0.13247093292300252,0.813854804167367
1707,29,14,11,795.6435470581055,55,0.6931227373386794,0.8,0.12904092286110408,0.9611223825790135
1708,30,16,10,700.97096824646,44,0.9294451867123926,0.7333333333333333,0.15128685603392542,0.9171184228387594
1709,28,16,9,632.3243434429169,41,0.7060078497328617,0.8666666666666667,0.12581564667098386,0.9873226301112997
1710,24,12,8,388.9899299144745,39,0.8805119270215758,0.6666666666666666,0.14580105285120346,0.9439032483929402
1711,29,15,8,328.1300127506256,24,0.9477038575072033,0.6,0.14220876822923403,0.9492694693747862
1712,30,18,9,806.1024067401886,47,0.667926869318968,0.6666666666666666,0.13941707374908302,0.8460246245062844
1713,25,11,12,383.8955216407776,33,0.8426978209484758,0.6666666666666666,0.140580363709981,0.9625924424200388
1714,26,13,10,1092.9509506225586,44,0.7313622112002801,0.9333333333333333,0.13874736566656926,0.9668690062300962
1715,30,18,8,1589.492972612381,53,0.8055250743328725,0.6666666666666666,0.1398917808707848,0.9178626050999913
1716,29,15,9,444.7604548931122,33,0.7800056402008733,0.6,0.13484993939345435,0.7626856224668941
1717,28,18,7,518.3924024105072,33,0.6152996005640095,0.8666666666666667,0.14139066165007372,0.9616293673147925
1718,26,8,11,376.25013995170593,43,0.9655188281902471,0.8,0.1427416950109106,0.6017932603873689
1719,24,7,10,503.5830011367798,36,0.6842471223764709,0.7333333333333333,0.14337582332277088,0.8624003719656923
1720,27,16,7,348.70782351493835,26,0.6310868174284292,0.7333333333333333,0.14831103562484654,0.7275274972266226
1721,28,16,10,1171.921938419342,71,0.5500143337971,0.8,0.13967041279194942,0.7100652726046677
1722,29,16,11,1311.7654166221619,43,0.6292665055159856,0.6666666666666666,0.13974368397012052,0.9110541521874529
1723,27,10,11,469.5119092464447,46,0.5985906304821758,0.8666666666666667,0.2866413189987113,0.8222180695344611
1724,28,13,10,1620.1400468349457,67,0.48071228813449485,0.8666666666666667,0.14120222080420325,0.982666984090267
1725,30,14,11,665.3635032176971,44,0.759492181582127,0.4666666666666667,0.289034257385265,0.8125065048494321
1726,26,13,9,784.6826279163361,34,0.889737916651331,0.6666666666666666,0.13364415628776266,0.9023325240568778
1727,26,14,11,911.546377658844,63,0.49713121420605105,0.8666666666666667,0.14685866984946822,0.7994262782131177
1728,22,10,10,370.4003210067749,21,0.8924296931022937,0.6,0.14197429411112017,0.8488234837275479
1729,28,13,12,355.22361993789673,25,0.7692213479615956,0.8,0.13267951690658158,0.7909091256379662
1730,31,17,8,763.8341827392578,27,0.6851422112458831,0.8,0.28357487951244453,0.6069624941114129
1731,30,15,11,468.05107831954956,27,0.6046329682539006,0.8666666666666667,0.134849629829336,0.9162338124098832
1732,32,13,9,526.3343062400818,42,0.838562754265038,0.7333333333333333,0.13176350325310054,0.9691945413392088
1733,23,13,9,602.390011548996,53,0.5081041565677528,0.8666666666666667,0.13731154935795623,0.8727225895805257
1734,24,11,9,277.7454721927643,27,0.8651463838512508,0.7333333333333333,0.2850051662723543,0.674478376309375
1735,26,14,9,996.5172247886658,68,0.7019513543908488,0.6,0.2770532219105626,0.5766933700550403
1736,20,8,11,536.4098398685455,33,0.825681419800017,0.5333333333333333,0.44459352564741617,0.6179828850406105
1737,23,9,11,439.780730009079,46,0.6393204518610881,0.8,0.14105394757895431,0.8653519128999825
1738,24,9,10,404.1360297203064,45,0.5073490494752376,0.8666666666666667,0.12513255651549782,0.8216026920914271
1739,27,12,11,506.52102851867676,44,0.5886655223188817,0.7333333333333333,0.14277064153447439,0.9659758577895593
1740,24,8,14,209.7376320362091,20,0.9802685321778319,0.6,0.12044267360378846,0.9154224805527603
1741,25,12,10,1021.7346057891846,47,0.8350596172300386,0.8666666666666667,0.13281476541787055,0.9882620266281766
1742,28,11,10,283.7346224784851,25,0.9473242883778004,0.6,0.28092524723901113,0.8500081736447279
1743,26,11,8,368.9537694454193,37,0.6126500114791322,0.8,0.14177679846655275,0.9337079248374532
1744,27,15,8,779.8122498989105,29,0.7261645100390403,0.7333333333333333,0.2889366780738786,0.8580327136207984
1745,26,12,11,240.59898900985718,20,0.7319418084841037,0.6666666666666666,0.13023025276215072,0.7179097624451177
1746,19,5,12,208.70704793930054,35,1.440323303809624,0.3333333333333333,0.1369983302771593,0.9126583370197154
1747,23,8,11,420.401540517807,48,0.6409718547562024,0.6,0.15263637438609273,0.7216226136987189
1748,27,15,9,792.0086061954498,58,0.7488279319550034,0.8666666666666667,0.13521311478011402,0.8998289833196467
1749,29,10,11,314.3553903102875,32,0.8630830764560268,0.6,0.12915548207494296,0.9029654818685111
1750,27,12,11,540.3156335353851,43,0.6180130717224454,0.7333333333333333,0.14533196823464456,0.9432293727796996
1751,29,12,10,715.6210153102875,30,0.7122648144293182,0.8666666666666667,0.13930431042683872,0.9212101854625704
1752,22,10,10,978.2679777145386,50,0.6478098434014746,0.7333333333333333,0.14694494293714436,0.8468903822000692
1753,24,8,11,751.2256298065186,43,0.5687564866616334,0.9333333333333333,0.12846348413615066,0.95175257789681
1754,27,10,14,1951.9932887554169,83,0.7681132887087719,0.5333333333333333,0.13415574251193702,0.6358616526784227
1755,25,11,10,328.899778842926,28,0.7397167601991067,0.7333333333333333,0.13800559322498387,0.8974063102640403
1756,22,11,7,259.02276158332825,28,0.9850753093050488,0.26666666666666666,0.15068661954156073,0.8726621031992127
1757,24,8,11,200.97907829284668,22,0.8488629640768773,0.6666666666666666,0.27923403044898026,0.9453161187527519
1758,29,14,10,1099.8895926475525,78,0.6301437361749649,0.8666666666666667,0.13904565176528563,0.8908047348469063
1759,25,12,8,907.3167870044708,83,0.7873880012097232,0.6,0.12863670521921775,0.8598925747653985
1760,19,8,11,627.2186357975006,39,0.6775259358742758,0.5333333333333333,0.1429621929177206,0.771070804862421
1761,27,12,13,858.0208723545074,59,0.66526271212138,0.9333333333333333,0.14047834260685146,0.7894943175508654
1762,27,10,13,272.4112331867218,22,0.9011138610946433,0.7333333333333333,0.27582880947498095,1.0000011619962768
1763,27,14,11,568.7287635803223,41,0.6363786979593002,0.8666666666666667,0.124482867588516,0.9414282085644028
1764,31,16,11,383.5210609436035,24,0.48855175437356363,0.9333333333333333,0.13398784370313996,0.947760546724018
1765,22,8,11,179.7626097202301,22,1.027903577265789,0.6,0.1485566148035621,0.9012889715062188
1766,22,11,11,854.352705001831,40,0.7965787149139986,0.8,0.14461342115796488,0.7815596626528781
1767,26,10,12,879.057021856308,38,0.977254872554863,0.4666666666666667,0.13959226596992017,0.9685715862357523
1768,22,8,11,340.27079606056213,40,0.7943418837593842,0.6666666666666666,0.13666634541385617,0.7370093605749678
1769,25,8,9,243.2345700263977,32,0.6078139557011267,0.5333333333333333,0.29630907107363935,0.9553177591110259
1770,27,14,11,334.65395188331604,25,0.6332192573161026,0.8,0.14194380174779822,0.9106474694959763
1771,25,9,13,286.94039964675903,28,1.7399938465665414,0.2,0.12655802134551278,0.9488583984862887
1772,22,11,9,529.4485938549042,26,1.0411128533816474,0.3333333333333333,0.14007337153133134,0.7216240986407295
1773,30,16,10,768.0156042575836,49,0.881232211719891,0.5333333333333333,0.1352878663895056,0.9200581488114049
1774,22,12,10,255.06273913383484,21,0.9866088365873592,0.6,0.28762892629333237,0.4543250519655636
1775,27,8,12,370.89869713783264,40,0.735821676207017,0.7333333333333333,0.13057324040030058,0.6710065757566835
1776,27,11,7,521.9990670681,30,0.7002924505744901,0.6666666666666666,0.14106051553133875,0.7487268472730636
1777,26,11,10,433.2065050601959,38,0.7125270403492869,0.5333333333333333,0.2878666057947615,0.4644450235885757
1778,25,10,10,566.2146344184875,58,0.6681477418082798,0.6,0.13430268283368607,0.9336407881239708
1779,28,10,14,530.0217690467834,43,0.8520035399924765,0.5333333333333333,0.13918929322020238,0.9839385056760688
1780,25,7,14,475.4787962436676,30,1.0711102378095663,0.4,0.4504475228857097,1.0000004455289022
1781,30,14,11,1901.1586866378784,70,0.5832493991269032,0.6,0.14916793086476404,0.9762118089363705
1782,25,9,13,404.576308965683,37,0.8963828218711114,0.5333333333333333,0.27578700588278227,0.8039938402445252
1783,26,8,14,438.18639183044434,42,0.7872934420673424,0.8666666666666667,0.13855516520916142,1.0000004561807236
1784,24,11,10,490.0586693286896,45,0.6924542277649472,0.8,0.1301318660934465,1.0000000530576663
1785,24,5,16,162.80020880699158,25,1.1210933774872371,0.4,0.28422408290353796,0.973222700173865
1786,23,8,9,236.58966279029846,30,0.8413455288089096,0.4666666666666667,0.2818317722561667,0.9299962078066539
1787,32,17,7,665.8579382896423,46,0.7412833825430547,0.8,0.14774764104113983,0.8716718653070455
1788,25,14,9,726.3254237174988,55,0.6790733181297666,0.6666666666666666,0.1225754529621259,0.894580643989447
1789,28,15,9,825.9564709663391,27,0.7685394310014103,0.6666666666666666,0.131660276366945,0.8597397958422309
1790,29,13,11,389.1302466392517,30,0.8853803723299775,0.4666666666666667,0.28473995739953023,0.8585567201746791
1791,26,12,9,243.32441449165344,23,0.8033436913448992,0.6666666666666666,0.1379958231976054,0.9638510442646493
1792,25,12,10,623.9564859867096,27,0.8956742452421181,0.5333333333333333,0.1400663695696701,0.836418724697576
1793,25,10,10,324.69730854034424,31,0.49161993400968185,0.9333333333333333,0.13337636798984595,0.8713729108862577
1794,30,15,10,561.6881539821625,38,0.9009568793394054,0.5333333333333333,0.13775541155019577,0.8025905963090192
1795,32,15,9,1196.9675271511078,43,0.8204197785351002,0.6,0.13811570307472834,0.8385358434504013
1796,25,10,13,429.1068477630615,39,0.6401317439939262,0.6666666666666666,0.13722671235649167,0.8968068646891894
1797,31,19,11,1940.9857013225555,52,0.7868603168402374,0.6,0.14533594062354507,0.9078874950466342
