Id,Number of gates,Parameterized gates,Non-local gates,Training time,Training iterations,CrossEntropy,Accuracy,Hilbert-Schmidt norm,Meyer Wallach,FP1,FP2,DKL
5093,25,11,13,584.9439277648926,45,0.700233923756167,0.6666666666666666,0.14869777753505395,0.8998896599912658,0.06114771981759424,0.009716195684721958,0.14907413873722922
5094,27,13,11,1379.6853249073029,48,0.41687728887283476,0.9333333333333333,0.13500347267110097,0.8696832545657317,0.06380206232223934,0.011211351068373952,0.1882159819205907
5095,22,8,12,182.67353343963623,20,1.2054159152990678,0.2,0.45705111386419733,0.8044142175738195,0.2463548512057214,0.12470245010248482,3.3207817711419003
5096,29,10,11,553.8005380630493,29,0.8290877830877312,0.5333333333333333,0.13027354416582124,0.9344975078092688,0.061656593575484205,0.010187822105315209,0.16059268378470126
5097,28,13,10,964.6907441616058,83,0.6114932665209352,0.8,0.13931964841049513,0.8659517184254901,0.06191235895313778,0.010994881522099004,0.2239164236481784
5098,22,8,11,399.7241048812866,46,0.7414820150012051,0.6,0.13279411685361023,0.8646726153459525,0.06292616439154741,0.01727569510408121,0.9108796700629309
5099,25,12,10,436.62213492393494,39,0.6708872590363643,0.7333333333333333,0.13716067387510203,0.9489187844270183,0.062070650644454294,0.01051446295309595,0.1959077010202158
5100,28,15,10,653.8403873443604,44,0.5203657880802212,0.6666666666666666,0.13870312831318435,0.9029127017216075,0.06266988889094846,0.010864095453751065,0.17205202093470073
5101,24,14,9,467.62672185897827,37,0.8976719021291105,0.6666666666666666,0.13371934093192203,0.753436170613455,0.0641709218904432,0.01660467884324122,0.7761550557474641
5102,23,7,14,795.4740812778473,48,0.8143558636165543,0.6,0.1321821089333603,0.7464956858487969,0.062400235590685464,0.013779857154469017,0.4736131310718452
5103,31,18,9,1023.3446202278137,29,0.9066916799842034,0.4666666666666667,0.13957437849333623,0.6237486254231623,0.06431352209919837,0.015128694102957542,0.5587484963458711
5104,22,9,8,279.1271300315857,35,0.6727436687688333,0.8,0.2758432672949745,0.8150410363130569,0.12286436747141591,0.04168987130496511,0.9180968827513064
5105,27,11,13,1496.4792046546936,70,0.7483140642260703,0.8,0.13758706372337856,0.8882084880992334,0.0627041635670188,0.01370955125956998,0.4547156063665476
5106,27,13,11,608.657125711441,47,0.6115779649788016,0.7333333333333333,0.2796599449007471,0.9591531771080423,0.12243270974580903,0.02960879758142314,0.4655541557880164
5107,28,11,13,345.50316548347473,26,0.6989394839211063,0.7333333333333333,0.13654786699965488,0.7508710750008603,0.06178184858420982,0.012491049043085251,0.36151196212900555
5108,26,16,10,614.8577480316162,40,0.8321450373092709,0.5333333333333333,0.14244699745487188,0.9088126128858898,0.06358812298459919,0.009481609216208173,0.0868801940830553
5109,26,13,13,310.3249862194061,22,0.8995120522396098,0.6666666666666666,0.2868326334043852,0.6609138901486119,0.12642053837544637,0.039739358025172554,0.8320752011490256
5110,29,16,10,1531.3875782489777,52,0.4510025011065403,0.8666666666666667,0.12921470330444534,0.8583753725014743,0.06317328667512431,0.009452170268885205,0.09521037889139128
5111,26,12,11,616.2977080345154,25,0.8340849050735264,0.6,0.14096214195996,0.9329184188072852,0.0628936602388836,0.010913145757859954,0.19271393361800843
5112,24,13,10,612.9899208545685,46,0.7126907424348234,0.6,0.1352940764886008,0.7854624622899127,0.06207738674598446,0.011715593237599655,0.26701863506975765
5113,26,13,10,654.2798626422882,49,0.5776140042037933,0.6666666666666666,0.13493139045644387,0.8524203250547012,0.0634353743048721,0.013944761558732005,0.46506398777481295
5114,23,11,10,1219.0276508331299,53,0.745588143311889,0.8666666666666667,0.14803142110158496,0.7821885379233585,0.06306354660897792,0.015437890358050526,0.6399604113795507
5115,21,6,11,133.91682243347168,21,0.9156526872488949,0.6,0.14865873410186317,1.0000016041051876,0.06262925687943566,0.017136815044094346,0.8311561081692139
5116,25,11,11,1538.1933603286743,65,0.5949481250966909,0.7333333333333333,0.13722461468887587,0.9807869168008755,0.05990562853704565,0.013576597488954312,0.6171217047160711
5117,24,9,8,368.7473347187042,44,0.758552724125418,0.7333333333333333,0.15335057133462082,0.9689987925972073,0.0648701065811288,0.01478467749407028,0.5204857225122337
5118,28,13,12,885.6403274536133,32,0.7790039714974444,0.7333333333333333,0.1256998385565037,0.8064637802785523,0.06327000111398962,0.011288750012730662,0.20190799793256603
5119,24,12,10,302.0691411495209,25,0.7346991735687245,0.8,0.12965336183084777,0.868400831990906,0.06264267526078504,0.01007323590680335,0.14171550945040345
5120,25,11,11,1130.0450611114502,101,0.4009265272013979,0.9333333333333333,0.13466828421922,0.9400339941451341,0.06424922542534182,0.011336009001442666,0.17753254256058376
5121,28,12,12,709.3838551044464,29,0.87010676977779,0.7333333333333333,0.14273387136218438,0.8423211677731247,0.061505988968950896,0.01116695461455943,0.22703535742119332
5122,30,13,11,997.5458872318268,68,0.4994375960790818,0.7333333333333333,0.13911963154967819,0.859501750416286,0.060880440661874875,0.013704043384858745,0.4867611149374629
5123,24,8,13,454.9363331794739,50,0.8829379422030503,0.5333333333333333,0.2946329557854305,0.9999993181413876,0.12495842320149254,0.042072434511442325,0.9231489926862946
5124,27,12,11,525.3119380474091,47,0.9133876329400263,0.6666666666666666,0.1418431567006816,0.6894182796156811,0.061484663117237985,0.014547197842128443,0.629826762261172
5125,23,13,7,1406.9546809196472,68,0.567461786807009,0.8666666666666667,0.2918093406294046,0.7214303153151823,0.1253706166028447,0.041955278305216184,0.9079046413366058
5126,23,7,12,164.36167883872986,20,1.035383461804416,0.4,0.14326494622125382,0.9155031475601061,0.06371905705569163,0.011701629388614677,0.21440266731638297
5127,25,10,12,846.3937318325043,40,0.8814344524014995,0.7333333333333333,0.14109024298777442,0.7629977317312213,0.06087843104202973,0.015914438344705076,0.7627018050711749
5128,28,11,13,480.4935579299927,36,0.7484073169997739,0.6666666666666666,0.12754100747365352,0.9677089935738792,0.06235690876244511,0.009593266948557996,0.10816408070035645
5129,26,13,7,837.9963009357452,41,0.6254693722233478,0.6666666666666666,0.13591827152249503,0.9569153064040208,0.06250881054812699,0.009852036608558603,0.11953644772284433
5130,21,7,14,413.5776696205139,47,0.7946781171698308,0.7333333333333333,0.2854297054587385,0.5484564154881839,0.1233943388791975,0.04729215835460842,1.25085431620822
5131,24,7,11,328.7884724140167,41,0.8010484794988617,0.8666666666666667,0.4506638327660565,0.6877757659737955,0.24881297562814048,0.12817777465458272,3.514037655056864
5132,19,9,7,202.0236382484436,30,1.0341459046406472,0.3333333333333333,0.1315705031009589,0.5910259334659038,0.06339896827512592,0.016995362033027112,0.7811762201274209
5133,30,11,10,1531.238564491272,78,0.8709595259652972,0.5333333333333333,0.1467461200346091,0.9045793576868425,0.06283631880986834,0.01273522406667236,0.32639129596736377
5134,29,15,7,263.7808816432953,21,0.8122504090344118,0.6666666666666666,0.14438598305977351,0.6402469207261479,0.06271310575501488,0.012941025876464337,0.4148745215738433
5135,23,8,12,474.221492767334,56,0.8499814673797147,0.4,0.2741673320242106,0.9438473743702768,0.12503037927021649,0.038605629285899924,0.7258635570435161
5136,25,9,11,772.6404249668121,47,0.5846130006064774,0.7333333333333333,0.14324954632695056,0.6939845426795331,0.06510348542402605,0.019511492980630332,1.0086000589157904
5137,26,15,9,350.07366824150085,25,0.7632253656056044,0.7333333333333333,0.13765258534479613,0.9231049528229645,0.06321643752516384,0.010564850689289414,0.1768723762980065
5138,28,10,12,775.2557907104492,36,0.7058128390953162,0.7333333333333333,0.15204008552394555,0.8561144451087663,0.061887373307269254,0.011425314808031703,0.25122651454675204
5139,26,10,10,372.18156385421753,35,0.7861541644195447,0.6,0.14390419407794935,0.8797450561547984,0.06266109188661867,0.013407109856699972,0.44289004846230434
5140,26,12,12,706.5381500720978,59,0.7391618070333527,0.8666666666666667,0.13744174386103988,0.8742290221571352,0.06092999217842896,0.010287406043936312,0.16573335776866427
5141,21,7,11,452.67445850372314,61,0.908192133043825,0.7333333333333333,0.13997930293649763,0.9003479204857762,0.06457844577731219,0.016683147182072058,0.6850230020702959
5142,26,11,12,332.40195178985596,28,0.6250241673689184,0.8,0.14092985757581397,0.8788053279772023,0.060493124280555914,0.011467698014669327,0.28628125892767353
5143,30,16,6,1142.4337134361267,46,0.3893313408955151,0.8666666666666667,0.13402771665936272,0.8814511047804109,0.061790799670708225,0.008489535098608525,0.07050397383673357
5144,30,11,12,987.0998923778534,42,0.6497108094272076,0.8,0.13804465553780285,0.964200593241219,0.06203217769653155,0.011512811180294985,0.2520091793369417
5145,28,13,11,798.9005935192108,34,0.6930264279719593,0.8,0.2874680860140576,0.6319495360277014,0.12710839067365018,0.04442811224560866,1.0043434935346038
5146,23,8,11,201.01366591453552,23,0.9796076150869365,0.4666666666666667,0.2740463450515424,0.6513279243905775,0.12549537095087582,0.04491798309250017,1.0484072010517378
5147,26,13,10,401.1026074886322,31,0.8361530799217168,0.6666666666666666,0.2812239231753689,0.7140002943781485,0.1222170404397725,0.03263130688952518,0.5280055545632729
5148,28,12,9,233.0809097290039,20,0.7077293360652381,0.6666666666666666,0.13597472941682828,0.9734326786256376,0.0652054838350038,0.016156322800533116,0.6173497928563334
5149,21,8,11,197.87749910354614,25,0.6949299890149413,0.7333333333333333,0.13111793685865508,0.8802262141124987,0.06100092709401359,0.014789710057051843,0.7033149385273576
5150,27,11,10,471.114426612854,44,0.8447523180719422,0.8,0.14252994761791604,0.9091093258222783,0.06253354497635714,0.012771731548540995,0.3798278766214895
5151,24,9,13,1172.977650642395,56,0.7447166507873685,0.8,0.2765134803370051,0.5238346228046137,0.12387792261373892,0.03488183408263749,0.6106880828936259
5152,27,13,11,409.97979378700256,29,0.6606658996482332,0.8,0.2913534378368179,0.9413217494594983,0.12428398340600295,0.045014725753161136,1.078145058392596
5153,28,14,12,761.5169591903687,27,0.6781448926428334,0.6666666666666666,0.13880028226696522,0.884850136385823,0.06165932602589239,0.011965486537599521,0.28967142010080293
5154,22,6,11,968.4560329914093,75,0.6835011106192346,0.6666666666666666,0.13848254123659928,0.9314035100562006,0.06284883666493907,0.016584824462288084,0.8252655183882744
5155,28,15,10,561.3110330104828,38,0.8072139455793567,0.7333333333333333,0.14330690834221432,0.8958657668352322,0.059189580936691084,0.012903465633628588,0.5187086949636812
5156,30,16,12,879.6042003631592,28,0.7874581045932924,0.7333333333333333,0.13820007404371573,0.8063011858767988,0.06281522162874184,0.009210435894859125,0.09186641767980852
5157,24,9,7,154.68961215019226,20,0.950436709940086,0.6666666666666666,0.13933743545805932,0.9999994275895847,0.062433161633174146,0.016021222478982463,0.7313625878677783
5158,26,10,9,384.14383125305176,41,0.47567414312917405,0.9333333333333333,0.12398631581116694,0.8617809472928474,0.0641036877838601,0.015697540668214282,0.6119436873162214
5159,26,11,10,699.6579902172089,35,0.7585739388166338,0.7333333333333333,0.13986209532453173,0.8355231572928815,0.06303956028094312,0.011627049766763336,0.24976141086059683
5160,26,10,14,459.6192924976349,22,0.7902998065732525,0.8666666666666667,0.15158891678607106,0.9767195140988512,0.06104142738060386,0.0126320019030493,0.44834520607991724
5161,35,21,11,1126.993747472763,51,0.6947519358809839,0.8666666666666667,0.1308571431631631,0.8849559183800935,0.060674568614469696,0.008267430629186166,0.079872343213692
5162,27,13,10,498.2416162490845,41,0.7294178244357691,0.6666666666666666,0.15037166277991657,0.9615302015783683,0.062148413445977053,0.010783307888086888,0.20391251980736574
5163,22,6,13,169.82819390296936,24,0.9831905259526419,0.6,0.1448606239386664,0.81472906081958,0.0621833232642238,0.016566464873604234,0.7999569380678075
5164,26,8,11,921.7392933368683,56,0.9075783905776176,0.6666666666666666,0.13178055519116222,0.8778833118478812,0.0651470583526254,0.017751573510699035,0.8280365589740559
5165,27,14,10,316.2178978919983,23,0.8853121167233691,0.6666666666666666,0.12282114081016678,0.829581905548922,0.061002853599680835,0.011315938985553397,0.2541777703050172
5166,21,8,11,656.8683733940125,43,0.87202678246893,0.6666666666666666,0.14328028620661196,0.8441477802687924,0.0597871743963309,0.015599262150436187,0.7975629981524989
5167,29,17,9,1225.2394235134125,40,0.5566894966106093,0.8,0.12624757279273752,0.8070889936793436,0.062441265452800175,0.011727671701418814,0.3290631721354188
5168,29,12,12,1007.2864863872528,41,0.7642342710405562,0.6666666666666666,0.28373413742537534,0.9557465998489806,0.12237251219611885,0.032621766670624414,0.5316988093957948
5169,24,13,9,720.6497187614441,57,0.7200214474277131,0.6666666666666666,0.135833015062206,0.8742355499549959,0.06556013629830983,0.014417655100543858,0.40755994939523726
5170,24,9,11,588.7764000892639,33,0.7149512806559751,0.6,0.1349891502459793,0.739063130884407,0.06251235830697933,0.01435703507267719,0.5171442892227762
5171,28,13,9,725.6866829395294,53,0.9474752365447763,0.6666666666666666,0.12798373957452133,1.0000006699751247,0.0594947551444287,0.015150852781253757,0.7881683650599358
5172,25,11,12,560.0009081363678,23,0.874718564944065,0.6666666666666666,0.15644647653800117,1.0000002046159233,0.06476376696057655,0.016219435765013095,0.626740750089898
5173,33,21,10,1655.2147541046143,76,0.31873602961922604,0.8666666666666667,0.14373798439504598,0.880834615875151,0.06369270301577423,0.011298279441226754,0.1997777566211561
5174,23,11,10,449.89661049842834,40,0.6698171893569965,0.5333333333333333,0.12765405095447274,0.9696414965314388,0.06334356498745672,0.011343354688842584,0.2115856815999126
5175,24,11,10,485.2888789176941,23,0.7111527714015404,0.6666666666666666,0.13160421513487808,0.9703535662292763,0.06492047630034119,0.01648803213191091,0.7020975395094247
5176,30,14,11,1378.7441892623901,50,0.49189737230035596,0.7333333333333333,0.13537601996717152,0.8661059393985769,0.062016469302974976,0.008905505021697024,0.08367042027383437
5177,22,13,9,593.0864906311035,43,0.7911560991604885,0.8,0.27530911096945027,0.49630573319182697,0.125014310457648,0.037841983116796714,0.7074549493674982
5178,29,11,10,428.29082775115967,40,0.7076780965591425,0.6666666666666666,0.14154466947057476,0.8673310765834898,0.06139548094757839,0.01309374853091538,0.4766449302724195
5179,27,15,9,580.5788266658783,40,0.8118237321632376,0.6,0.13338817831317365,0.919098557632108,0.062423988437150114,0.009648514640615256,0.12107112197706153
5180,26,14,7,665.5407960414886,30,0.5925043100539914,0.8666666666666667,0.13907872232108867,0.9106153327615008,0.062215514920533066,0.012194890339401758,0.2957128200206922
5181,26,15,8,1050.8452355861664,40,0.7186363956417042,0.7333333333333333,0.2836632229314734,0.9183233925246541,0.12315535937248197,0.028585055462156908,0.4522138856052593
5182,28,16,11,1444.4868066310883,60,0.7513974084207526,0.6,0.14236645518398333,0.8146686478956512,0.06395172705893518,0.011281680929749818,0.1783938951452006
5183,27,12,10,575.6671094894409,46,0.5069087349580346,0.8,0.1424891317727097,0.7666411879164008,0.06356219626814323,0.016169592386000037,0.6760320288692749
5184,24,12,10,672.590056180954,59,0.6185981264650413,0.8666666666666667,0.14191981310510432,0.8453249954157698,0.06252954704168041,0.010988772899864616,0.21706939500274847
5185,25,10,11,772.9772601127625,41,0.8773666291041312,0.5333333333333333,0.13249486006633804,0.95485070152273,0.06498626075366223,0.011878169846435848,0.19645988023560002
5186,30,13,12,1076.863452911377,73,0.4593872561211617,1.0,0.1323822651753534,0.92195685809823,0.062366581947717645,0.010221542601568474,0.14797776538755353
5187,25,12,10,476.5130441188812,41,0.5764359657851664,0.8,0.1458639951903848,0.9156887421519696,0.06166768959849501,0.013934711758629231,0.5886809827925323
5188,24,10,12,675.1681830883026,41,0.7370578797610546,0.7333333333333333,0.4477090572373716,0.7496804465066844,0.24398061772041146,0.12136397176318205,3.2163348162236596
5189,27,13,9,705.8657519817352,61,0.6763793947598,0.8,0.2892070242910477,0.8029320719637008,0.1231220665511596,0.03270393952817247,0.5354006020092659
5190,25,12,11,352.3023326396942,29,0.8361501670680909,0.5333333333333333,0.13391433484925688,0.8858824733238916,0.0634552086268325,0.009864629264227508,0.11132554471775571
5191,30,10,10,352.1422929763794,32,0.7261928737350182,1.0,0.1372327414581896,0.9358915273371271,0.06381547218366698,0.009576993950696906,0.09058090582076411
5192,26,15,8,1509.521018743515,56,0.7216106410127744,0.7333333333333333,0.13449085731567006,0.7753263229342706,0.06258896040763492,0.01363380572265042,0.4898051306993518
5193,27,10,11,1894.8265824317932,95,0.5455528829152986,0.9333333333333333,0.12669351800963027,0.9757600543321616,0.0630376833652571,0.010482296212552773,0.1397604728384632
5194,30,16,10,352.42780351638794,22,0.8802117990779358,0.6,0.14849208645564957,0.7023415720643341,0.06244704420389503,0.011931959837878543,0.2842037343971151
5195,26,11,13,579.2744703292847,46,0.7445559377615268,0.8666666666666667,0.28344756186897996,0.8648209574217176,0.1275107175060871,0.03484749946992051,0.5871334274687051
5196,29,16,10,603.1430106163025,38,0.46707837790407414,0.9333333333333333,0.13370370471340368,0.9646764343465368,0.0627640567560607,0.009941819629856921,0.12387961211657038
5197,29,14,9,942.0486650466919,49,0.6819407261359206,0.7333333333333333,0.13864344429838932,0.8276576474708267,0.0651042253117819,0.012470718535141456,0.24984411234214998
5198,28,13,10,326.9074516296387,25,0.755866937507757,0.8,0.13698616484842321,0.8764010474628193,0.06547927007435442,0.017378951371216828,0.7814940069351737
5199,29,16,10,2496.7019786834717,84,0.47109570483083196,0.8,0.13733198535791447,0.9344596724697938,0.06314013524678588,0.009236702974178659,0.0942054761914664
5200,23,12,8,421.92198300361633,40,0.7895686779731957,0.5333333333333333,0.14467138819620215,0.9512220912608571,0.06385848582943993,0.010143501807074434,0.12523259506422454
5201,33,21,8,1531.4303860664368,45,0.8094514141628342,0.6666666666666666,0.2927937994370368,0.7189395790624521,0.12661841983661284,0.031549908892071446,0.5091339403524415
5202,31,16,8,729.3062162399292,51,0.5623023847263353,0.8666666666666667,0.1263460962351033,0.9342991379945127,0.06260337483413957,0.0087626406241521,0.07700870654587139
5203,29,15,11,478.5081398487091,23,0.5509232616220334,0.6666666666666666,0.13474131957153432,0.901201447087156,0.06252431687407821,0.010526492850229477,0.15663737738622524
5204,28,12,9,260.9713387489319,21,0.8323884662693513,0.7333333333333333,0.1400424037435596,0.8706231218265629,0.06415701201994387,0.015455752164641621,0.5937116341001747
5205,26,12,10,1182.0292201042175,50,0.8328938046646202,0.8,0.14461095705278346,0.9391658530618279,0.06388928200422643,0.015492955317713162,0.5993722333970476
5206,25,15,8,1241.5107688903809,51,0.68232894048626,0.7333333333333333,0.14006846470887943,0.8741563779267922,0.0641401731774588,0.01093291102687138,0.15975627010313204
5207,23,7,12,402.2757103443146,50,0.4061072694899168,0.8666666666666667,0.45702767775021763,0.9304918224833477,0.2530052159454523,0.1321012593125533,3.6924838815330525
5208,26,11,10,353.5152430534363,31,0.8431834675209198,0.6,0.1309579300487231,0.9410541973244614,0.06247099791254582,0.010181785078999797,0.14230077563894766
5209,27,11,8,494.19335556030273,39,0.7555039786735649,0.6,0.13051087274153927,0.9310849641415166,0.061347169535358556,0.013950990856530041,0.4940963280345927
5210,28,11,14,836.3046824932098,66,0.6646462415242653,0.6,0.12884816019640952,0.8057551365575607,0.062380458102007534,0.01305936547257981,0.42805826935375185
5211,24,10,13,974.6536636352539,47,0.596006571988629,0.9333333333333333,0.13771641779612026,0.7383629121827622,0.06280674828293278,0.012881496529139861,0.38624792570863503
5212,23,9,9,313.48811054229736,24,0.7226912093362532,0.6666666666666666,0.1332807811808062,0.7122891162402339,0.06347579885233591,0.015241082086667152,0.586942866462128
5213,19,9,7,602.3459887504578,39,1.0208831452162679,0.4666666666666667,0.13849352357763742,0.8999902966858968,0.06201863026570903,0.014600012858253712,0.6253811529224984
5214,24,8,11,314.79331970214844,36,0.9745335247479098,0.5333333333333333,0.45070586321606937,0.8347087210846427,0.24729306179149224,0.11064767550208382,2.801993550834164
5215,27,16,9,1159.0102820396423,43,0.5078011488414738,0.8666666666666667,0.13699259189364582,0.9492626748561915,0.06496673326414333,0.009225740573257507,0.06748282447379106
5216,29,10,13,726.9009516239166,31,0.7452833371216401,0.8,0.13691659332328376,0.9387962765777825,0.062284337195298585,0.012521510068837418,0.3005325091674834
5217,23,6,12,295.8517310619354,22,1.0062777854748644,0.4666666666666667,0.2885567781040161,0.9854468549394139,0.12314796321205394,0.035217286074369976,0.6143253565585869
5218,24,8,10,780.4149985313416,94,0.872148503640507,0.6,0.2778270418614164,0.4598935386909715,0.12928105813846186,0.05061811350918357,1.3451826770244815
5219,25,11,14,320.9963331222534,27,0.9629393746284638,0.3333333333333333,0.1400980193408771,0.8360939989922042,0.06364305201538376,0.01433707077164294,0.49951269271411053
5220,27,17,8,788.1047048568726,47,0.6715891588722194,0.9333333333333333,0.13720623333737134,0.7783149055862703,0.06452713525225669,0.011617278119432965,0.2296255339052621
5221,25,10,11,548.7084965705872,54,0.9024238750630945,0.5333333333333333,0.14458063535576027,0.6158013430788691,0.06023014390808894,0.01298483101413542,0.44819891144906876
5222,28,14,10,327.22886633872986,23,0.8251689639270868,0.8,0.2758128686324739,0.6678938406206915,0.1214383803450483,0.031187470240194477,0.5044647280066932
5223,27,14,9,730.2452547550201,29,0.5904855463473204,0.9333333333333333,0.1540797298950161,0.8774910094783074,0.0643100031450236,0.014877696091484085,0.577172690773372
5224,26,13,13,490.60977602005005,32,0.7319374672623548,0.8666666666666667,0.12723614615729634,0.8502857342020016,0.06142083703938037,0.009905852247051967,0.15928174378025953
5225,28,14,12,383.2540385723114,35,0.9859235438614076,0.7333333333333333,0.2656987055044712,0.9234286199252153,0.12706271119565418,0.048516625493780385,1.2686612481383694
5226,27,8,13,813.7940077781677,47,0.6661211282400867,0.7333333333333333,0.14233632964445955,0.9999992129105343,0.061070860916832226,0.01159427823631899,0.26919879700067056
5227,22,11,9,256.9580261707306,25,0.7845391379248056,0.6666666666666666,0.2926349265897463,0.6500730491677441,0.12269126052306863,0.0323440501375369,0.5191103668526038
5228,28,14,11,578.7843677997589,40,0.5867267006969221,0.8,0.13689520067243158,0.9751970102546649,0.06407503447080302,0.015732000157550434,0.613513624899078
5229,31,16,8,1045.0997927188873,75,0.42452680517486296,0.8666666666666667,0.12935319455191488,0.7031680141750359,0.061167890924818266,0.011550552098851087,0.3155622579423105
5230,26,9,11,309.15804171562195,32,0.8484988811566072,0.6666666666666666,0.1381320450522811,0.9697214776661482,0.06081757416981766,0.016739223358912116,0.8451209198140897
5231,26,13,12,609.6160187721252,60,0.6152329248366564,0.9333333333333333,0.13716207592074883,0.8411485009947915,0.06232130669889681,0.01188781661576718,0.2648610259078643
5232,25,14,10,1458.5308094024658,58,0.6478536345322564,0.7333333333333333,0.13394506817025614,0.8310369677076563,0.06286107866946548,0.010993875595347062,0.16061291196746066
5233,27,13,8,380.6856646537781,34,0.9661236851284968,0.6,0.1418368094834609,0.758540158052599,0.059347311789034594,0.012758405360607494,0.49717378778231547
5234,27,14,11,620.3026521205902,42,0.8053025664118586,0.7333333333333333,0.12978172994910464,0.9544527453497431,0.0609699080064943,0.009863390332406642,0.15469940004062122
5235,31,17,8,1604.132607460022,59,0.6429490290747937,0.8,0.13312938277779288,0.8028419223930487,0.06282012986951768,0.013010356099619471,0.41280912910471446
5236,24,10,11,229.44456124305725,20,0.9249905386197973,0.6,0.12951452891697052,0.7977600818049069,0.06244052459757237,0.01408154317559451,0.4983042341588249
5237,32,16,9,557.2071115970612,50,0.7934558109350747,0.6,0.13568258978218728,0.8148420588155108,0.06269613954587032,0.010343711819253414,0.1478346805329985
5238,28,14,10,1442.8026087284088,51,0.8188351217585882,0.6666666666666666,0.13988950944328868,0.9633315022866594,0.06366615904723052,0.011307763510132967,0.20489046502303962
5239,25,11,10,677.4018998146057,62,0.669822196759383,0.6666666666666666,0.1366963177293284,0.9839987657022783,0.06553280317681126,0.01849339916276313,0.8628130120603367
5240,28,14,8,399.34361815452576,32,0.7640214353489817,0.8,0.13863040920583217,0.8684202661122872,0.06060213575570883,0.011939677362022942,0.379443932297325
5241,25,12,12,1401.0505149364471,57,0.756036839206316,0.6,0.1199879944581701,0.8796659728296232,0.06044121506583905,0.010062070193312286,0.17519555604201462
5242,32,15,8,411.6638813018799,30,0.7157815104977758,0.7333333333333333,0.14398408787478842,0.9125085324311454,0.061821538749652905,0.00985633798364589,0.16105794862036965
5243,26,13,10,275.5663604736328,22,0.7175518954996057,0.8,0.13433591697224506,0.7001120424844577,0.06240645218534228,0.01382486672435631,0.48180097999576826
5244,29,13,10,866.7190153598785,33,0.6243654186797426,0.5333333333333333,0.13935794484379868,0.8837330674613765,0.06280214807317015,0.01472168924587805,0.5788428606725743
5245,23,8,13,850.4124643802643,46,0.8878315943728065,0.8666666666666667,0.14238002685185236,0.7264351933338566,0.06397529203583963,0.014019838089176548,0.41562484567514646
5246,27,14,10,537.0261385440826,41,0.7327535309317798,0.8666666666666667,0.13864127051697434,0.7543181424649749,0.06537539553510549,0.01410202813805467,0.44320046950184333
5247,29,12,12,1170.8647828102112,48,0.6963866564786684,0.9333333333333333,0.13515702891911915,0.9287621642892074,0.0606679090924654,0.014545164969370148,0.6728761207101934
5248,27,14,8,945.675589799881,117,0.6294550061431028,0.6,0.14922879322852808,0.8565323808318273,0.06399980687305129,0.011433263053249869,0.20651791556851043
5249,28,17,9,938.0677568912506,58,0.663879892957897,0.7333333333333333,0.13775046235811036,0.9644678530455352,0.06324365426575573,0.009757407366646218,0.1107870350191848
5250,27,14,8,603.3915326595306,47,0.7567032451450005,0.8,0.14289680622736226,0.9374700396889224,0.06245257467462712,0.014054989333721124,0.44283133118974727
5251,20,3,13,103.55351448059082,30,1.0564392854162115,0.4666666666666667,0.4528964505389899,1.0000003731311065,0.25318932418974444,0.14380706130763649,4.428643484634828
5252,26,8,13,700.6353867053986,41,0.7601831758589656,0.8666666666666667,0.13473066174493845,0.8562044724537868,0.06104324653142247,0.01529052230899538,0.7701169602340869
5253,28,12,12,282.67695021629333,22,0.9836283222480751,0.4666666666666667,0.28421733331330507,0.6629568076768063,0.13014687976201217,0.05118496220936829,1.3479864336339875
5254,27,12,12,387.6214201450348,41,0.7020235489011469,0.7333333333333333,0.14282014909245955,0.7604697518555281,0.06312137702042012,0.010560767214569916,0.1808841206562523
5255,28,10,12,212.06388783454895,31,0.7297210261422357,0.6,0.2740986697856434,0.936170781912686,0.12417404499387101,0.03780166126269705,0.7075768419199233
5256,27,13,10,548.6664454936981,24,0.7908779512689298,0.4666666666666667,0.13723868779576684,0.8919919693256182,0.06274056731165863,0.014555849623900807,0.5622364064184442
5257,25,12,11,617.4241008758545,50,0.7027807578990952,0.8666666666666667,0.147240884738335,0.8824434310612708,0.06313834314804992,0.01161838549928787,0.30769707770262467
5258,25,11,11,800.067125082016,40,0.9918535921299956,0.6,0.13185068106247255,0.9419627139857627,0.06378500274831031,0.013954265467873928,0.4791250258041684
5259,30,11,12,184.11329245567322,23,0.9727337763531061,0.5333333333333333,0.14152935392730315,0.7992036104589906,0.06327410194142814,0.015016547319205643,0.5944960078042982
5260,26,11,12,478.6066448688507,42,0.9080046199946605,0.6666666666666666,0.13747876582931778,0.8452107417961241,0.061781593233704066,0.010754849445930942,0.167086694098915
5261,27,16,10,312.8492593765259,28,0.4739876573945237,0.9333333333333333,0.14125306198654497,0.8981165252348582,0.06363935417698491,0.008367361449619158,0.056144638574624484
5262,30,16,9,541.243191242218,36,0.7939822593510791,0.6666666666666666,0.1439728249409647,0.9518173186585541,0.06292101606078539,0.010594906282558495,0.17117804823569194
5263,24,10,11,1268.4387574195862,63,0.9119229157240963,0.6,0.1345914069962663,0.7640047998557242,0.06156839575820464,0.011813396025778399,0.28166611725909263
5264,29,13,13,1290.1046085357666,86,0.5683527255170885,0.8,0.12716131331490438,0.9037655849603189,0.060636459423066766,0.011117632599509535,0.27035754802332207
5265,30,16,7,575.2580618858337,40,0.768953766759159,0.7333333333333333,0.1418119935953633,0.8577631560234161,0.0630689606855663,0.009931468952645616,0.12274836522159613
