Id,Number of gates,Parameterized gates,Non-local gates,Training time,Training iterations,CrossEntropy,Accuracy,Hilbert-Schmidt norm,Meyer Wallach,FP1,FP2,DKL
2635,26,9,12,550.8056690692902,54,0.720130642184269,0.8,0.14690783001967675,0.7766996211825099,0.06308852665303911,0.015574227247984063,0.7030702900888532
2636,26,16,8,261.5123553276062,20,0.9135821547376929,0.6666666666666666,0.13310530993194458,0.9136158963789189,0.06150788183224047,0.00950037368641091,0.115746586769128
2637,22,9,9,789.3053936958313,50,0.7038812076235662,0.7333333333333333,0.29168256957585237,0.6948446127808093,0.12546059090271913,0.03560310464609451,0.6154433477364574
2638,28,13,11,467.2321665287018,37,0.8283991485198042,0.4666666666666667,0.14537854886488785,0.9571637600939975,0.060364089443278215,0.01156513737034625,0.33103935925194994
2639,28,11,12,258.50039887428284,21,0.6881522088089862,0.7333333333333333,0.1394846742838525,0.9538134964090981,0.06204425818883522,0.012195055475721849,0.2958341281311826
2640,25,11,11,548.0623588562012,48,0.6230074022129659,0.7333333333333333,0.14635031574448856,0.8189407001636154,0.060401889824171294,0.010210421843248989,0.20310788313929107
2641,23,12,10,437.1934161186218,39,0.6717442446875812,0.7333333333333333,0.13840314050580715,0.9389284112374032,0.06380579203999118,0.010918337925038796,0.15021632713758912
2642,30,16,12,1588.8623797893524,49,0.5515689706192207,0.9333333333333333,0.28074829682847274,0.8870362274507158,0.1242277401575305,0.03213864196143245,0.5229650957193985
2643,28,13,10,1596.1702942848206,73,0.7772781516136582,0.5333333333333333,0.26726660006856745,0.6293562930491912,0.12657356541250386,0.03130390579017604,0.509393084921713
2644,32,22,6,564.6488642692566,30,0.7328795768195788,0.8666666666666667,0.13682398962830267,0.681077936829229,0.06259348891210612,0.01443497609604376,0.5453369689129429
2645,26,10,14,409.2321901321411,37,0.9587447361283391,0.8,0.12894215927849953,0.8328048503861423,0.06177634138607969,0.012900383874467826,0.39524417333316886
2646,24,9,14,433.23150753974915,42,0.8305508234794708,0.8,0.13599467031886395,0.8433931014575148,0.06321918363414483,0.012209461035063388,0.28083105214408277
2647,28,14,9,1217.1950521469116,51,0.5671059650126015,0.8,0.14162475345139666,0.8165529871473303,0.061195279788077095,0.011087297171968345,0.2969802884537248
2648,28,10,10,730.0106053352356,41,0.6313630787864225,0.6666666666666666,0.28506354992268573,1.0000029327282036,0.12638481513605287,0.035516483975062955,0.6154859430682557
2649,23,10,9,539.8247618675232,58,0.6786376078836976,0.6,0.14114045200079844,0.7271727366130198,0.06274095497141034,0.012318339215475703,0.2919318800258573
2650,29,10,11,1403.0585765838623,70,0.5268747470601433,0.8,0.14262139590333803,0.840052569098093,0.06218576268296372,0.009355826038144463,0.09707569217650937
2651,29,17,11,591.4048244953156,34,0.6415674471243591,0.7333333333333333,0.14103022349419284,0.9369216054779074,0.06365614639652994,0.01244452856610652,0.2870755933329603
2652,26,11,10,967.0842733383179,82,0.6246776648322665,0.7333333333333333,0.1373927973355516,0.9068345737533535,0.06233807005319662,0.010958797472691116,0.1844943434969082
2653,19,4,13,343.74033069610596,38,0.9334424854234366,0.4666666666666667,0.44508989775448177,0.7920471763165418,0.25463982585778233,0.1329169064350221,3.6947139521263845
2654,30,17,9,349.27676486968994,22,0.5824930307695865,0.9333333333333333,0.13627227942398967,0.9336843396304101,0.06443666488433991,0.011966238997224855,0.25145409306633715
2655,26,12,10,546.1402471065521,25,0.8430217059195795,0.7333333333333333,0.1365044464647181,0.80628274719004,0.06400895044570616,0.014312355194414482,0.5015158065646401
2656,24,7,11,420.36305475234985,29,0.9469114039876072,0.6666666666666666,0.13059433952434513,0.9431322064774019,0.061395753479921655,0.014555755954537054,0.5560049156709814
2657,27,12,12,746.343989610672,54,0.7260796817133616,0.6666666666666666,0.13840145523439412,0.9402154680939157,0.06269624342097628,0.010406526116193415,0.15722940895419796
2658,31,19,8,1583.0107209682465,55,0.5160404079304597,0.8,0.13767877571943404,0.9374689423954783,0.06428269882413964,0.009642422500811633,0.09094287038982278
2659,23,5,12,155.8190975189209,26,1.0305532053990112,0.6,0.14156253081875517,0.8612721886580321,0.060341276923017884,0.018422976833581756,1.145504003333398
2660,28,12,12,469.987256526947,33,0.7102408992863233,0.8,0.1304346043032741,0.8800387150584809,0.06453659449534106,0.010440373832065754,0.1273982936587432
2661,34,20,8,967.6402289867401,53,0.6092142233442414,0.6666666666666666,0.13804227107231112,0.8975210962222167,0.06195337121019029,0.010034976937787665,0.14642042227759844
2662,25,8,12,875.6884958744049,51,0.8596792137343763,0.7333333333333333,0.14313528138891107,0.9999996157394659,0.06213827981036302,0.010757438331353737,0.1792363940148307
2663,28,13,11,1846.10751080513,70,0.434035664575431,0.9333333333333333,0.12264287914349148,0.9396001029325117,0.06271023982447836,0.009845370392873067,0.11416092855402149
2664,25,12,9,794.3614184856415,34,0.6909713006147132,0.8,0.14364298297230518,0.8777002061031465,0.061397813778492946,0.008829879384918792,0.08535652225191379
2665,29,13,12,659.7100021839142,42,0.9056193702331915,0.5333333333333333,0.12458214678213911,0.7545455232378053,0.061522896497383066,0.013152590137591664,0.41696236782267526
2666,30,10,13,932.4305200576782,75,0.8270990730050044,0.8,0.14467962683488986,0.8517661882705778,0.06215710756408785,0.014351410937137786,0.5574646199248642
2667,29,16,11,1157.5196251869202,39,0.5797339382500517,0.8666666666666667,0.2815611190472587,0.9238275243266821,0.1265702009157252,0.031084366627142042,0.5020498170179001
2668,26,15,7,658.7212631702423,53,0.9409456123593078,0.4666666666666667,0.1472832276094824,0.725909191345036,0.06269805573942273,0.013541156905484053,0.4391749271073211
2669,27,17,10,725.2029678821564,24,0.9092584385465237,0.6,0.13805878150607873,0.7766214009762691,0.0644219425152654,0.014446973235039956,0.431626502075814
2670,24,8,12,606.1070868968964,63,0.5839963874252245,0.8666666666666667,0.27978321779618,0.9999995527655438,0.1229244621096626,0.04692743339722342,1.239302404882317
2671,23,7,13,812.676641702652,54,0.7101956350693983,0.8,0.13299553087619864,0.7135152851614527,0.06251784172021907,0.01670363124470708,0.7902474509580019
2672,30,13,12,663.9139850139618,47,0.7137771482081453,0.8666666666666667,0.14226848741902595,0.8998187829040905,0.06539639910631612,0.011806875139754406,0.18128462109112503
2673,18,5,10,310.3505403995514,30,1.0957772954086233,0.4666666666666667,0.2893980209547624,0.6286829494842925,0.12740571664725334,0.050132802107576535,1.3118273588046094
2674,27,14,10,895.6276707649231,65,0.582877974703339,0.8666666666666667,0.14672451239680287,0.9145467358186723,0.06073413948551131,0.009391021518410859,0.11758010717350678
2675,29,16,7,313.95030975341797,24,0.9061798074889025,0.6,0.15066799763399238,0.9832893625144321,0.06375328321398581,0.013936501221130874,0.4218469621826758
2676,27,11,9,561.5822448730469,55,0.9585343891407374,0.5333333333333333,0.1350612166965042,0.8791142752229555,0.0619907319385511,0.013665724985013753,0.4920915695301106
2677,24,6,13,195.05770659446716,28,0.8457703172442687,0.7333333333333333,0.2891336710837216,0.8303741347490541,0.13006539895045807,0.0485820105977433,1.1559487100864017
2678,22,9,12,831.0652782917023,44,0.7192591678421496,0.8,0.2858345208001517,0.8040440239262844,0.12498331450656769,0.037214572556722204,0.6768327236957432
2679,28,10,12,300.2883098125458,25,0.6190994103093721,0.8666666666666667,0.12873486301193487,0.9007737419890354,0.06282795246249072,0.01325895515914561,0.3905646483088252
2680,32,17,8,1414.7106144428253,49,0.8386638373187955,0.8,0.12843054102483717,0.7631334054256067,0.06125657265166152,0.012720584262644202,0.39757349173906187
2681,21,8,12,240.88857626914978,27,0.6900649372770807,0.7333333333333333,0.14734946568591095,0.8769818730990919,0.0656474661026818,0.01707926467176873,0.7390287726122095
2682,27,14,8,327.3092827796936,26,0.9713275081487416,0.4666666666666667,0.13209656650437768,0.813399486347383,0.06069176900866992,0.01060631092401397,0.21223621347741756
2683,33,16,10,2135.990667104721,72,0.5135030990787558,0.8,0.1326895647601458,0.9969122356500557,0.06327596285400891,0.009582792379697162,0.09587081965712
2684,22,10,9,1171.1408805847168,66,0.3863429661391302,0.7333333333333333,0.13722142125372874,0.9814549455613326,0.06426549883947807,0.011026479822559384,0.1553762411619335
2685,27,16,10,1058.804964542389,67,0.3589470713355086,1.0,0.14395403880902477,0.9407527067645267,0.06133211428152869,0.008568677181655384,0.0788412965538494
2686,24,8,10,341.1829025745392,22,0.8351719587440914,0.6666666666666666,0.1371168097939336,0.9517415709835039,0.06190249907440846,0.017787885225176405,0.9655640808022556
2687,32,18,11,1040.3867800235748,52,0.641096186253521,0.7333333333333333,0.1374745237548471,0.8400784072856945,0.06394987821947297,0.009331132784932564,0.08295079006048067
2688,21,8,10,274.5213587284088,36,0.8544457859988653,0.7333333333333333,0.29979052402024997,0.8307954446681808,0.12488149678506859,0.04103432193619066,0.8399501409287418
2689,27,13,12,711.8341932296753,49,0.35141652305829874,1.0,0.1548819297008042,0.90812810722288,0.06087114247496269,0.012019623203202986,0.4027172459824029
2690,30,18,9,404.1967170238495,25,0.7333788331212252,0.6666666666666666,0.12348092117428427,0.8114712611552732,0.06296763766955268,0.01019595550579156,0.1302545723893579
2691,31,21,8,1528.059323310852,47,0.5965161006433282,0.8666666666666667,0.13408855732940173,0.9603235591064784,0.06137029109096343,0.00755946773594419,0.048450269721660055
2692,27,10,11,280.42002153396606,26,0.9264443584687435,0.6666666666666666,0.14305568747320407,0.9299774092511666,0.06338313501776263,0.014647614590204165,0.5577783159749019
2693,25,14,11,640.4865012168884,41,0.5842168541317956,0.8666666666666667,0.1351363517829782,0.641289408101308,0.0643290151503528,0.01448995074051794,0.505037018741637
2694,29,18,10,513.7930264472961,28,0.7971258129370214,0.6666666666666666,0.14141268889410818,0.921229679400989,0.0627979030687032,0.010469249728649965,0.1543168285969413
2695,34,18,8,1058.7450914382935,34,0.8947488132597589,0.6,0.13471714528004192,0.9212521080401608,0.06210534248728177,0.011696255409544686,0.33718571452847546
2696,29,18,7,458.3630723953247,28,0.8399503428404855,0.8,0.12990453271099828,0.9518256308992515,0.06111514519353748,0.010753134183805932,0.21004554366945732
2697,26,13,12,1823.256413936615,67,0.511828432485846,0.8666666666666667,0.12683378151049,0.8568536447268131,0.06240930283282206,0.012585107048146022,0.31799403612778976
2698,28,15,9,590.5167560577393,23,0.9006163089135217,0.6666666666666666,0.1314365339148453,0.9619228817741887,0.0628689288889758,0.01098634554879257,0.2018555764359375
2699,30,13,13,1194.8915388584137,43,0.5189369452912755,0.8666666666666667,0.13965703636060559,0.9001319917545817,0.06262836946329219,0.009336641707411445,0.09990913854195119
2700,32,13,12,735.8179318904877,48,0.8756989896372964,0.7333333333333333,0.2702324432705218,0.8362768858258032,0.12524341545812767,0.04207529906802291,0.9288748943089354
2701,26,9,12,500.2871062755585,50,0.8510004270497128,0.6666666666666666,0.1412128753259245,0.9779305900655351,0.06428638897558057,0.017349793686750853,0.7856120322422432
2702,22,7,10,526.271963596344,37,0.9849016664309318,0.3333333333333333,0.28289762717356426,0.8277536695417582,0.1261733364372045,0.032719730794888574,0.542959787428024
2703,24,10,11,765.427277803421,38,0.6055136825553581,0.8,0.14474965747582094,0.969874193158804,0.06202146030577437,0.010041494317965296,0.13392114014526663
2704,25,10,11,408.1822316646576,39,0.5761043815759777,0.7333333333333333,0.13514802077281876,0.9291774348456612,0.06232362368904028,0.009902366606757841,0.12377290308258096
2705,28,14,10,1138.500564813614,44,0.5386152646032855,0.8,0.1305351956755658,0.9068232189747366,0.06238356118322908,0.010223359681548149,0.14975596666229424
2706,30,16,10,563.095556974411,35,0.7358030158919283,0.7333333333333333,0.13648286783524294,0.7485254751734862,0.06399725748195664,0.010718862751217495,0.18156618308510375
2707,26,10,12,504.85651564598083,26,0.7096774145347646,0.8,0.1279044654553019,0.8702672212786818,0.06278345514751232,0.011429478811392335,0.22185445134637147
2708,29,10,11,1166.7525067329407,59,0.8720906412004724,0.6,0.14106465980957594,0.9355465980820541,0.0616004049510145,0.010485305182614976,0.18824903693490072
2709,26,13,11,1341.0653433799744,91,0.6277900055115061,0.6666666666666666,0.15619129313336472,0.9024033600304066,0.06465835462142497,0.011146330811029129,0.17627098775126213
2710,28,10,9,438.756671667099,45,0.7094303947002671,0.8,0.13976075396245996,0.9573193870257362,0.0637028822024549,0.013529255456154519,0.44159889519006135
2711,24,9,12,830.063069820404,45,0.44705464870920036,0.8666666666666667,0.13204649951086814,0.9114562300711881,0.0621445442632257,0.011652453293012613,0.32891845205285497
2712,29,18,7,950.4143605232239,59,0.47552744327775315,0.8666666666666667,0.14086399633478944,0.8192411253790126,0.062126742970061995,0.014124058001564552,0.5086812772956246
2713,30,18,10,675.9381725788116,38,0.8179098317150119,0.6666666666666666,0.12865073608593336,0.9233093938338658,0.061788324013500484,0.012035113445390985,0.37588241502514774
2714,29,14,8,874.9261898994446,37,0.7940161960161534,0.5333333333333333,0.1411999761524837,0.8535889279088932,0.06153863490475626,0.009680630561094129,0.1435839717599251
2715,28,12,12,549.1128520965576,41,0.6707430811050356,0.8,0.12647083879845525,0.8985302420295034,0.06328745293475012,0.011180944180219598,0.2018765788707843
2716,25,10,11,1066.997836112976,53,0.6795031202970367,0.6666666666666666,0.13771812944803064,0.9254602674322387,0.06279065614139762,0.012848649850203224,0.41681790913586264
2717,31,18,6,502.7721657752991,37,0.6062574058922721,0.7333333333333333,0.1284977638965778,0.938607269407882,0.06246239641231302,0.008124745570678318,0.05438446458894384
2718,31,13,12,295.17831897735596,20,0.7206268534375381,0.8666666666666667,0.14085608722379334,0.8038348101700413,0.062167539659702946,0.011520251532115866,0.22276149124872047
2719,23,9,12,441.20145654678345,24,0.9211922052280348,0.4666666666666667,0.45956387987296005,0.9116069601987129,0.25153185178210463,0.10588066279160227,2.645854539042623
2720,25,12,10,513.3955760002136,23,0.6193823663925638,0.8,0.2831961242347008,0.8973201218198448,0.12448469808833564,0.04364865963481429,1.0256467665115676
2721,24,9,10,210.78776788711548,23,0.8060010420161663,0.6666666666666666,0.27353120465642666,0.7354512097904329,0.12139352335416229,0.04580372532693337,1.224409386724242
2722,26,10,13,914.244873046875,42,0.5579081855910804,0.8,0.13243812995926948,1.0000011563571674,0.06257623032386282,0.009496926241809929,0.10196128727337449
2723,30,15,9,770.5609657764435,53,0.3788376126469168,0.8666666666666667,0.1416446457215107,0.7054806351942886,0.06422844942241754,0.011115230193922191,0.17910532684089603
2724,25,10,12,302.90048599243164,27,1.081201022681053,0.4,0.14162216705677236,0.8719455660288375,0.0632382555809209,0.015060246530018322,0.5966513335269291
2725,23,7,11,173.45685982704163,23,0.956657081291603,0.6,0.2762327684117817,0.9999979968759418,0.12735429380725558,0.037059324466502945,0.6610426772399957
2726,26,11,10,370.39407324790955,35,0.7489644086694793,0.8666666666666667,0.12623577827810697,0.9413216589025013,0.06215781036329596,0.013507425708536209,0.4839167967415027
2727,26,8,12,386.121444940567,42,0.7972801844625048,0.4666666666666667,0.13120481395045397,0.9360101030322683,0.06323172099225782,0.01579563127765938,0.6952770266097231
2728,26,11,10,291.20937490463257,29,0.8622928209826954,0.4,0.134985879894371,0.9559385463301939,0.06013205346196288,0.01233036127489437,0.4190905605495244
2729,28,13,10,1198.2209539413452,49,0.7283752036606695,0.8666666666666667,0.13687877164588974,0.9268901058713125,0.06340856769259816,0.01066145569304309,0.15388389121131743
2730,30,14,13,1174.2188999652863,66,0.5917206765612325,0.6666666666666666,0.12932720819395105,0.6364498154692807,0.06600618948288466,0.01853217132571839,0.8391972987470725
2731,30,18,8,2736.1675584316254,98,0.5750490541128047,0.7333333333333333,0.12929502131189677,0.8983117134256475,0.062283300714462995,0.00881427606175054,0.07579660441428096
2732,27,13,9,572.5649778842926,49,0.4796776405135591,0.8666666666666667,0.1358943599625059,0.8819138968897368,0.061729551099693164,0.010636599614144097,0.17373543162230243
2733,30,16,12,807.5089099407196,47,0.7905310596198543,0.8,0.12293719169195895,0.7003840974034199,0.06019349725550605,0.011976883599767871,0.37558164821491524
2734,19,7,10,342.088262796402,26,0.9118731051353257,0.7333333333333333,0.4562657090029248,0.5365001769466657,0.24497611506824138,0.11223479497337699,2.856339232019842
2735,27,15,9,1603.3268835544586,57,0.7383906013964165,0.8,0.14155190370041287,0.7915740353167107,0.06284151369218904,0.011943625358435846,0.2741117980338641
2736,31,15,10,594.3692915439606,38,0.7043953879980845,0.6666666666666666,0.1473818481499437,0.90029835158136,0.06195403320502671,0.00870771517275332,0.07566016606435726
2737,27,14,9,739.7312169075012,55,0.6832426198469495,0.7333333333333333,0.12651744528058287,0.9195293214371134,0.06080730851119265,0.009994083366785407,0.15606047793642944
2738,28,17,8,683.1038346290588,45,0.6376172134715875,0.8,0.1389527894357555,0.9395369843777758,0.0629469909347005,0.009993676537593104,0.13626649589163434
2739,28,15,11,2294.235535621643,81,0.5735008805108855,0.7333333333333333,0.14139803530276604,0.903587516357893,0.06311832382438617,0.009176663233241285,0.08520975773837766
2740,30,18,10,852.1168165206909,26,0.7088869743368055,0.9333333333333333,0.15108871771039986,0.8975514840183715,0.06277567330187558,0.00988967937333455,0.14404701714879314
2741,29,16,8,693.4693078994751,50,0.5040626986310328,0.8666666666666667,0.13359919557475244,0.8187485257665975,0.06382699486050962,0.011896476480540938,0.2657453716285894
2742,29,16,7,1024.3365709781647,37,0.7069857365184349,0.6,0.12549108426784927,0.9169371072211202,0.0648917134198877,0.011630703393468698,0.20031295083169687
2743,26,10,7,181.03302574157715,21,0.8405997177342005,0.6,0.1290158054716857,0.9492395817671248,0.06353613876927598,0.013018283211653823,0.3193986145162715
2744,27,11,10,718.5792515277863,65,0.5869060220172961,0.8,0.13926176807043747,0.9563782452356193,0.06555069591921459,0.014981984534277083,0.4696172838636783
2745,26,12,10,442.27560544013977,20,1.0401374774172094,0.5333333333333333,0.12960540354495123,0.8343661958458846,0.06309860118581603,0.01233885279177117,0.3815404027263112
2746,23,7,13,566.153491973877,40,0.942387018693071,0.7333333333333333,0.4445237084734335,0.6584228627003686,0.24818526171823824,0.10342303597783707,2.580543786970236
2747,28,12,11,967.2145478725433,75,0.5915788835462278,0.8666666666666667,0.13362556593218497,0.8306040056960572,0.062328067695205325,0.009652827328666935,0.1165788624015755
2748,25,12,8,429.3306248188019,41,0.8306525080121019,0.6666666666666666,0.286641963314826,0.5926348284366003,0.12159658640706479,0.0368202486969904,0.7434956660113755
2749,25,14,8,1008.7763910293579,43,0.6367665200967224,0.6666666666666666,0.13329179451950382,0.8953302270699197,0.063591094160999,0.012774896656506047,0.28757378720004256
2750,25,10,12,377.8754153251648,35,0.9383299838975869,0.6,0.13645968418968674,0.7987180493528981,0.06258213757405899,0.01388825543004543,0.4373777215898782
2751,26,10,13,594.4601414203644,27,0.8876821443834954,0.6,0.27767833914680407,0.9363155568859196,0.1280935817742286,0.039597646497550126,0.7321369102349965
2752,29,11,11,770.0731263160706,34,0.709554187036402,0.6666666666666666,0.13736233156911148,0.9798704264906439,0.06493533789312338,0.013029138058627859,0.29154825958185604
2753,26,11,12,700.5699486732483,61,0.571084881108226,0.6666666666666666,0.2917840171452175,0.5418136012299162,0.12071530065314114,0.03999326202886102,0.885653114585977
2754,24,9,11,1063.5064783096313,123,0.596763278977832,1.0,0.14094221659973666,0.9915370874635525,0.06201222714939702,0.012210325037391955,0.3693409706156303
2755,25,15,8,607.9539701938629,46,0.6861834782623242,0.5333333333333333,0.13780523331470962,0.6941087545854766,0.05986284918031836,0.010199131352760576,0.2120632307089787
2756,31,9,13,291.03107595443726,26,0.8567746920569254,0.8,0.28285500962755983,0.7567026826767321,0.12486585134287782,0.04789515243410268,1.2686393226722146
2757,19,2,16,81.97944736480713,25,1.483732809232962,0.26666666666666666,0.4462495272770981,0.7446731779212418,0.254329048051273,0.14400294001421127,4.422142224263385
2758,28,13,12,473.71761536598206,35,0.6787415798559804,0.6666666666666666,0.13928819387930888,0.8062741089671782,0.0620568491888419,0.01247322141098593,0.34524603852541075
2759,26,11,12,401.3759813308716,34,0.8004719772918698,0.6,0.13900406198734613,0.6646073330857015,0.06383557774915549,0.01688028333361716,0.7181456895327205
2760,29,15,11,909.0723266601562,33,0.8781693212657564,0.8,0.14852886664402512,0.9181240501270098,0.06028182955114845,0.013754637488670937,0.49826741113945094
2761,28,8,11,300.57281398773193,37,0.8764938122317034,0.7333333333333333,0.2759288735106201,0.9280799585084236,0.12198327760347343,0.0451666341940035,1.162418525258483
2762,26,14,11,704.1816890239716,49,0.92556410262824,0.5333333333333333,0.1347253988099886,0.8667564385139602,0.06156494092188056,0.010097094735234475,0.15359688222387327
2763,31,20,5,1226.4510810375214,46,0.6879042177814549,0.8,0.1283508930809573,0.8302553206681358,0.06313853847766515,0.01087138694172775,0.1845300109416465
2764,28,13,13,1490.4315719604492,50,0.665019390895566,0.8,0.1362242878533967,0.8660614537656641,0.062106593866371074,0.010736116022826888,0.17531765032794755
2765,25,9,11,243.90294647216797,24,0.9756344946935012,0.5333333333333333,0.4588529872397046,0.8940986611723847,0.2534997684504986,0.12231131315982206,3.2032081479905488
2766,26,11,12,440.8481721878052,20,1.0185900884990178,0.6,0.1358267963265906,0.9705000373117736,0.06445287313921397,0.012722279632371521,0.3036433432518557
2767,32,14,11,562.3074207305908,37,0.7700264274433053,0.6666666666666666,0.14436464522007686,0.85274793774903,0.061653792557719224,0.011440230985014888,0.26053657726399904
2768,25,6,11,225.12206292152405,35,0.8391343700859227,0.8,0.2814346814560942,0.9666388430247431,0.12413948321056774,0.04777763640214254,1.2715589844335966
2769,26,6,11,147.12538981437683,21,1.0682021432089155,0.5333333333333333,0.13093165326648296,1.0000010388413125,0.06437694565956022,0.017571712687483466,0.8112454623743168
2770,22,8,13,274.3903396129608,29,1.0383439018856506,0.4,0.14012999980099003,0.7990929129172625,0.06324312822585311,0.013660972120108448,0.3921037308990063
2771,27,16,9,730.9939296245575,28,0.7014914045639109,0.8666666666666667,0.1448736978097444,0.8998671303670039,0.06175470486413708,0.008325788833076954,0.066685377454825
2772,27,10,14,921.2604327201843,77,0.48835583015318146,0.8,0.12876801289618925,0.999999993851386,0.061163381279315705,0.01204424785363573,0.3522620048434574
2773,23,11,10,860.7461993694305,42,1.0355997888326922,0.4,0.15101316607976326,0.7916386830098946,0.06323614046519423,0.014468055870989479,0.5451505628343168
2774,28,11,12,467.4601511955261,41,0.8143745593487804,0.5333333333333333,0.13269652094741333,0.868954461254837,0.06411583619827016,0.010782871859068763,0.15783302833742044
2775,33,19,7,455.6542012691498,29,0.4669893547579761,0.8666666666666667,0.14046013866437732,0.9138060641344115,0.06246316606117162,0.008731323765587655,0.0742676383292139
2776,24,9,9,316.05598855018616,20,0.9404902053753558,0.8,0.13818434739139807,1.000000715677554,0.062416585850728276,0.012680282240770502,0.41096740125427333
2777,26,8,15,470.5903158187866,40,0.8614214702674455,0.5333333333333333,0.288632339357038,0.5253289107147902,0.12783519741225954,0.05042292840864781,1.331743371570815
2778,26,12,11,491.10896921157837,40,0.6361805237215828,0.7333333333333333,0.13337314696306404,0.8551493889995662,0.06362147048791837,0.01075389807267669,0.14270722969251115
2779,24,9,9,1226.99853181839,70,0.7487335079128087,0.6666666666666666,0.1423558249749697,0.8695284299062436,0.06171290172592499,0.014065603967229128,0.576509257836828
2780,25,8,12,491.27242970466614,50,0.6121314344159392,0.8,0.45738843732465573,0.8877105723440234,0.25045614648831305,0.10164376400208405,2.53707889225716
2781,28,13,10,514.1925497055054,37,0.8334805892983776,0.7333333333333333,0.13684797618178515,0.7305855310580809,0.06231219766418865,0.01135862676942252,0.30925315255212027
2782,25,11,8,451.6705312728882,44,0.5964712456229796,0.6666666666666666,0.1259971834576927,1.0000002360779456,0.061329630024177274,0.019638471442970394,1.1833660718025487
2783,26,11,13,763.2174146175385,60,0.8316288828744114,0.6666666666666666,0.1381249114764685,0.9686565158240821,0.06382817283866023,0.016171592868881157,0.6773024136735835
2784,31,17,8,1266.4631006717682,43,0.7521761245432035,0.6,0.13199017667869142,0.8993716078982706,0.06179872699043194,0.008996711540140714,0.08734167397176576
2785,23,11,9,265.9114878177643,24,0.7922109576583851,0.5333333333333333,0.13551099636336097,0.8630449893533338,0.06182998938616081,0.009376583586437191,0.12209209517225805
2786,26,10,12,246.15653276443481,21,0.7571047290858554,0.8,0.14042709749340146,0.9141021153203109,0.060955612476741666,0.014014852967635978,0.6118758204430492
2787,23,9,11,300.2408664226532,30,0.9254111108828619,0.6666666666666666,0.29407229603327384,0.7035049474173889,0.12544140251799277,0.04376874275989009,0.9877136881132776
2788,23,10,12,1095.6827609539032,52,0.6615149619682666,0.9333333333333333,0.14183193509422543,0.8534037594354923,0.06232272950226927,0.015838436179459906,0.7238625240528287
2789,28,13,14,463.2608644962311,27,0.6645159790262668,0.6,0.2899465329163322,0.6110427784314344,0.12750894069313037,0.03764061544152747,0.6754967167081753
2790,21,6,14,267.32993268966675,35,0.8224910443410636,0.6666666666666666,0.44977061974342564,0.420009439316505,0.24960496659808024,0.11644459166158326,2.987860672059098
2791,25,14,8,1761.1249577999115,77,0.6957150283409228,0.9333333333333333,0.14528457706929354,0.9561611946959894,0.06444914643341366,0.011901450815058483,0.23394211409688304
2792,28,14,11,1047.5911753177643,75,0.6523566811711553,0.8,0.2964732433176523,0.7707074688105305,0.12729316539499227,0.037930967815979405,0.680408435143016
2793,33,19,10,498.1580879688263,25,0.7981723323330877,0.6666666666666666,0.1384441261956241,0.876832607054415,0.06158552124125934,0.008678505557562284,0.07836448788975506
2794,30,18,9,358.51870822906494,22,0.8640675727549695,0.6666666666666666,0.13622508474248285,0.9527398812090013,0.0614837461316919,0.007559077481611704,0.05250798131067004
2795,23,8,10,200.1932442188263,26,0.8173643482145465,0.6666666666666666,0.14092810131684533,0.8816863819565558,0.06206928129148114,0.019190818572072554,1.1512635627927184
2796,29,12,13,945.312516450882,66,0.8166553051772273,0.6666666666666666,0.13704161925414007,0.9551452617613435,0.06476621556003628,0.010258930366931691,0.12014488658276604
2797,27,15,7,1615.1684741973877,71,0.7450990051252656,0.6666666666666666,0.13599408275862482,0.8029215866907911,0.06231586681993008,0.01008848606050803,0.16419118188085047
2798,28,15,10,427.2936067581177,30,0.6939692926684018,0.8666666666666667,0.1356082918981335,0.9072998710613592,0.06293686284119332,0.011294821125468977,0.2066322222609292
2799,30,13,10,435.4061198234558,32,0.4349959926620757,0.9333333333333333,0.14515659299103403,0.8422179272572987,0.06355469517827037,0.01518949353469346,0.5705785252373007
2800,27,12,11,1333.244981765747,55,0.6112370404203705,0.8666666666666667,0.1228569916146682,0.7206749344964186,0.06412534220194124,0.012959273200957258,0.30330699028303376
2801,28,13,11,780.167543888092,59,0.7908066235486372,0.6666666666666666,0.13610954818175403,0.7300584215675181,0.06301132217911865,0.011558180844716276,0.22117691293771116
2802,31,17,10,1712.7597279548645,57,0.5319668153690523,0.6666666666666666,0.1309176297938229,0.8042880278393951,0.0642970937088033,0.00927322649868292,0.07914203975060656
2803,25,14,8,524.4413936138153,40,0.5778607297164272,0.8,0.14123587275054364,0.8382984542586223,0.06123497500558061,0.01131373723373325,0.2391967214144981
2804,22,11,8,234.08829951286316,24,0.6230639777837321,0.8666666666666667,0.14856848822120086,0.7393580322805491,0.06272053142691485,0.012821619461513917,0.36797266606858764
2805,22,8,10,229.69892954826355,29,0.7453380512764963,0.6666666666666666,0.2803619171363678,0.734029265972969,0.1261554608215028,0.04471182617515084,1.0641652401234598
2806,25,8,12,175.38274669647217,20,0.7505142558950576,0.8666666666666667,0.28158503447187383,0.9654407708800089,0.12521295985286846,0.04149279849490332,0.9035458877110695
2807,28,17,10,559.9058237075806,35,0.42905551660234564,0.8,0.13979456872056026,0.8351607094642212,0.06151527834543758,0.008162112028856456,0.06401118313400439
